,artist_name,track_name,track_id,popularity,explicit,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
146,Sako Isoyan,Vivid Memories,6LsGTleDnq8SyHdDs0jA6a,0,False,0.00316,0.837,340000,0.475,0.882,11,0.0753,-9.149,1,0.0702,120.01,4,0.349
147,Punctual,Eva,3QHW2XMzWOaIEbZeZpMe0f,38,False,0.0117,0.638,283773,0.822,0.166,6,0.132,-9.024,0,0.0348,123.976,4,0.292
148,The Blaze,Juvenile,5YzaostcCu9Sgp5T7bFuX3,58,False,0.00393,0.63,203693,0.554,0.829,9,0.145,-9.675,0,0.0256,127.013,4,0.119
149,The Polish Ambassador,Chill or Be Chilled,78HxbdrZdQ2tkXukaUlUJp,0,False,0.35,0.796,376279,0.717,3.7e-06,11,0.279,-7.065,0,0.0578,120.003,4,0.762
150,Patrick Hernandez,Born to Be Alive - Original Mix 79,3XIEWK1V9n25PS9Vb6axj5,65,False,0.0846,0.704,188133,0.867,0.0,2,0.206,-5.808,1,0.0315,131.467,4,0.809
151,Autograf,Nobody Knows (feat. WYNNE),1FPat9MxjcvQNvhuVuBcmQ,47,False,0.646,0.582,211965,0.621,0.275,4,0.111,-9.194,0,0.056,184.98,3,0.061
152,SDIB,Midnight Hour,4HZ7dy2pP3uenmz01FHk9R,50,False,0.0325,0.76,266653,0.522,9.04e-05,2,0.0806,-8.792,1,0.0358,86.009,4,0.829
153,Trevor Jones,The Kiss,5umoZmJLW98rlImZulfLp5,52,False,0.13,0.249,169067,0.228,0.846,0,0.276,-15.678,1,0.0388,102.592,4,0.139
154,Carter Burwell,Two Such Souls,0voFtFihGCCN9p1M94CPRd,32,False,0.8,0.0962,352853,0.14,0.909,2,0.0911,-18.478,0,0.0406,77.021,4,0.0373
155,Carter Burwell,Medieval Waters,4JVRdnTQ0OIGLA3wnvk0I8,40,False,0.885,0.173,99720,0.115,0.825,7,0.102,-20.528,0,0.0412,62.401,3,0.143
156,Alan Silvestri,Suite from Forrest Gump,435vx38BVoUIqSG1VfoJOh,52,False,0.893,0.111,394240,0.103,0.816,5,0.164,-18.36,1,0.0356,84.52,4,0.0448
157,Pimp Flaco,<3,3jGkCAeXtjUcDY0MvjqIk4,0,False,0.638,0.859,204202,0.721,0.0,5,0.112,-7.925,1,0.164,111.983,4,0.342
158,UNKLE,Looking for the Rain,0KfZzIFYcgNHOeAitTKJw4,32,False,0.0402,0.366,356060,0.562,0.0376,6,0.1,-8.74,1,0.0274,105.014,4,0.0618
159,J Boog,Waiting On The Rain,4Qomvfn5w3EYmM5Jj2cH0X,0,False,0.678,0.824,206286,0.411,0.0,7,0.101,-10.737,1,0.117,90.998,4,0.506
160,Oliver Koletzki,No Man No Cry - Jimmy Sax Version,426lDtGrejS1wga7gmAmDv,62,False,0.129,0.775,419500,0.601,0.616,5,0.129,-9.549,1,0.0849,121.998,4,0.355
161,Iseo & Dodosound,Frozen Desert,1VIXX3s9uD3Kag1rnwPCFk,49,False,0.063,0.734,323077,0.397,0.000202,7,0.351,-10.205,0,0.113,151.906,4,0.393
162,Camel Power Club,Kaffeklubben,4Q3qYYDp4Ix9aqtqixQ1Wj,41,False,0.0411,0.67,221573,0.661,0.00904,7,0.0646,-7.503,1,0.0283,115.01,4,0.348
163,ORI,Black Book,5ikKyobehVWTT0e06pQflv,20,False,0.836,0.56,211084,0.359,0.251,6,0.353,-15.549,0,0.0814,82.956,4,0.134
164,Elza Soares,A Mulher do Fim do Mundo,2S4nGOAuhkbmzX1GNoJRY9,0,False,0.609,0.527,277678,0.552,0.00146,4,0.121,-9.084,0,0.0393,156.025,4,0.29
165,Christian Scott aTunde Adjuah,No Love,2FlfdSY89MD5OqCi7nyN5b,36,False,0.229,0.592,370058,0.463,0.774,4,0.0979,-9.026,0,0.031,93.686,4,0.34
166,Bob Moses,All I Want,3ZGHAc7tq5CQzfK7HsobCa,53,False,0.0535,0.691,468114,0.514,0.736,8,0.111,-10.962,1,0.0337,116.004,4,0.394
167,DARKSIDE,Paper Trails,6rqONVHOT73QecUdJ5HVHy,54,False,0.779,0.948,289841,0.419,0.916,8,0.121,-13.043,0,0.058,113.235,4,0.363
168,Sergei Rachmaninoff,"Rachmaninov: Vespers ""Bogoroditse Devo"" (All-Night Vigil) - Alberto Bof Rework",61VWoXfLEuhHENism40VbZ,34,False,0.0417,0.745,398280,0.449,0.878,5,0.106,-13.642,1,0.0544,111.995,4,0.476
169,Sai Wai,Levels of the Soul,6cxdaRmRxZBrRiLG0Zxwcr,0,False,0.000558,0.798,152396,0.471,0.837,4,0.0803,-7.268,0,0.0724,98.022,4,0.615
170,Ruud Vanderwege,Wet and cold,6gmWWq8EQ5358r2Jqrk2aP,27,False,0.883,0.686,269091,0.398,0.916,9,0.082,-13.112,0,0.0323,132.029,4,0.0673
171,Sylvain Daniel,Reminiscences,3pMMsJOMjgk2k9dMNTrrDu,30,False,0.843,0.712,344969,0.199,0.575,8,0.106,-12.558,0,0.0369,116.038,4,0.093
172,Boris Brejcha,Maximum Overdrive,3FnVz2gUK3GpG2UMkKA9AO,0,False,0.00928,0.798,581760,0.63,0.743,0,0.0977,-12.271,1,0.0652,125.007,3,0.579
173,Jazzboy,Harlem,3Ncy5TLKiCqKOVO0WwBCHZ,38,True,0.00485,0.617,199147,0.861,0.00574,10,0.126,-7.736,0,0.0576,99.96,4,0.386
174,Geoffrey Oryema,Makambo,7KT7nrVaTMigaeBQnjbOyf,50,False,0.823,0.543,300307,0.136,0.494,5,0.112,-21.081,1,0.0326,95.404,4,0.276
175,No Blues,Black Cadillac - Live,6Yv4NjFROrTWeXytEgmDGl,33,False,0.764,0.637,324173,0.428,0.00169,2,0.86,-9.443,0,0.0378,114.057,4,0.622
176,Arbee Trio,Summertime,6acUcpLOd1rTiZsKRYRkdB,36,False,0.899,0.606,227454,0.112,0.334,0,0.119,-13.951,0,0.0377,106.304,3,0.151
177,René Aubry,Acid Rain,2TNxUpfMz3lxQQFHFCxuEE,20,False,0.378,0.139,213360,0.923,0.951,10,0.399,-22.635,1,0.535,99.449,4,0.0138
178,Lane 8,Little Voices,1LMmtQcanJ1SQ6GB08NZsR,57,False,0.08,0.548,399360,0.78,0.857,1,0.101,-10.301,1,0.0342,124.981,4,0.292
179,Alexis Ffrench,Bluebird,6a4A00EF2xOOIMXRetisKS,52,False,0.991,0.383,203629,0.116,0.918,10,0.0959,-20.438,1,0.0354,150.441,3,0.0916
180,Nacho Rodriguez,Siempre Con Vos,2HS54eoW62ToqORF6cQQs7,30,False,0.788,0.61,237427,0.429,0.0176,0,0.103,-13.12,1,0.0691,92.028,4,0.475
181,Worakls,Pandemonium,51q75hNecOooZoFdON9GOh,37,False,0.0695,0.592,384762,0.589,0.837,9,0.0939,-10.985,0,0.038,125.978,4,0.117
182,Hans Zimmer,503,14NE9H2mqNnzTPrAKQt479,50,False,0.0513,0.275,134373,0.485,0.778,2,0.481,-11.743,0,0.0494,91.562,4,0.0424
183,Trevor Something,Your Eyes,13oDdiatVRTBmSy8AtvndQ,0,False,0.162,0.526,232362,0.818,0.944,1,0.132,-9.332,0,0.0377,99.017,4,0.489
184,Power Glove,Motorcycle Cop,6zpGlMguCiKeoUMMe4NUce,43,False,0.437,0.78,265280,0.953,0.813,1,0.106,-7.636,1,0.234,110.449,4,0.415
185,Five Finger Death Punch,House Of The Rising Sun,51EmxIMMOFEY3G6REpX9Ze,2,True,0.00169,0.468,247400,0.962,0.00476,4,0.11,-2.867,0,0.0904,77.0,4,0.245
186,Shinedown,Diamond Eyes (Boom-Lay Boom-Lay Boom),1PLMK1ui86iHHG3FM1N7ue,64,False,0.000254,0.516,336113,0.884,0.000347,2,0.0478,-3.706,0,0.0448,107.96,4,0.448
187,Sofi Tukker,"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",1Cicn7ce1xoVlq8gthE2eX,13,True,0.0109,0.699,184880,0.7,0.0794,11,0.152,-5.704,1,0.0392,102.023,4,0.3
188,Jósean Log,La Vida la Vida,3zmkTFvCLTIa6JfPr8F8QX,48,False,0.00608,0.704,188320,0.846,3.66e-05,0,0.288,-7.748,1,0.0439,100.014,4,0.834
189,Clem Beatz,Sayōnara,7r9C0p03LnR8kKa09W3T7y,21,False,0.303,0.75,169811,0.424,0.706,0,0.111,-7.292,0,0.155,105.992,4,0.338
190,Kate Simko,XX Intro - Original Mix,6PBjqYBDA09CG7WJm4sXKF,47,False,0.475,0.587,187107,0.35,0.945,9,0.116,-16.805,0,0.0326,101.044,4,0.247
191,Fat Joe,All The Way Up,61QSuw5VlC0LTS8WMO356g,67,True,0.062,0.536,191942,0.721,0.0,10,0.824,-6.44,0,0.386,117.139,5,0.393
192,ZHU,Chasing Marrakech,50z0HWJg4sqh7H8JHol9jC,49,False,0.127,0.674,242021,0.705,0.501,5,0.361,-5.335,0,0.0349,153.951,4,0.338
193,Atjazz,Track 1 (Mix1),3FxzJt8l4iWggpimeUl6fh,0,False,0.0112,0.665,440000,0.816,0.54,5,0.114,-9.001,0,0.0338,120.964,4,0.169
194,Tiësto,BOOM,1HN8KH3pZqbdqJfTYtnYKH,2,False,0.000633,0.78,154146,0.887,0.745,2,0.272,-3.351,1,0.0582,122.995,4,0.126
195,Lana Del Rey,Lust For Life - The Avener Rework,6tcB5tAD0mKp2q9wlVSRBp,0,False,0.208,0.602,252447,0.621,0.0221,8,0.167,-8.186,1,0.0448,101.983,4,0.469
196,KMLN,Sabilu featuring Mian - Original,1WV8ESzbXgfLJogueoaEMl,14,False,0.19,0.838,480066,0.461,0.329,1,0.0848,-9.952,0,0.0733,114.994,4,0.518
197,Kellerkind,Shakti Pan,7AiU9qygT8WPKhrFExXJpq,34,False,0.00596,0.714,417201,0.828,0.857,8,0.0663,-8.407,0,0.0426,121.004,4,0.281
198,Time,Not Alone,5pbtSFu0lf98YaW3CFlJ7m,40,False,0.0668,0.82,404000,0.674,0.729,2,0.1,-9.901,0,0.0656,119.997,4,0.634
199,Psychemagik,Mink & Shoes - Dub Mix,1w1Y3ZFmcB1JbNm5QJxws0,34,False,0.0333,0.772,444851,0.694,0.91,8,0.037,-6.685,0,0.0558,116.012,4,0.5
200,Air,High Point,2hsO6lbhiR4s0123p72eCT,0,False,0.847,0.505,243320,0.431,0.915,4,0.0614,-14.036,1,0.0367,149.982,4,0.179
201,Fern Kinney,Love Me Tonite,48lmZYI2YbjQPEt3flNZKb,0,False,0.00763,0.707,273067,0.608,0.000406,2,0.0334,-13.702,1,0.0322,119.907,4,0.96
202,Fandom,"I Don't Want to Walk Without You (From ""The Wolf of Wall Street"")",7tmi2xC08Y5NRB3RFi6pW8,1,False,0.871,0.288,139142,0.334,1.64e-05,0,0.0861,-10.712,0,0.0281,97.573,4,0.33
203,Seattle Sounds,"Insane In the Brain (From ""The Wolf of Wall Street"")",7lBaFOEjqA3eWje4uedfVS,6,False,0.141,0.954,205752,0.659,0.257,7,0.116,-10.628,1,0.225,101.999,4,0.456
204,The Rubix Cube's,"C'est Si Bon (From ""Wolf of Wall Street"")",3lHUAMTmJfZzUkms2nPiFt,2,False,0.346,0.706,190774,0.366,1.36e-05,3,0.135,-12.051,1,0.0294,139.924,4,0.599
205,Paul Young,Come Back and Stay - 2008 Re-Master Version,1r3YUTAwY0Y7tyV9Xcgps8,52,False,0.116,0.624,264853,0.803,1.15e-05,6,0.293,-7.985,0,0.0729,130.834,4,0.8
206,Alice Jemima,Liquorice,30pBS0pCrXH0oWFfTNi16f,0,False,0.368,0.955,183559,0.475,0.000461,11,0.399,-10.795,0,0.119,111.985,4,0.307
207,HÆLOS,Dust,16gvjuZGmibA3348jWdjKV,46,False,0.0462,0.656,278145,0.522,9.07e-05,3,0.0886,-9.897,0,0.0484,99.998,4,0.428
208,Etthehiphoppreacher,Out-Rep You,3xCjDUL0NzmFBEA5Pr1d2s,35,False,0.9,0.633,43410,0.36,3.94e-05,9,0.117,-13.948,1,0.084,75.928,4,0.327
209,Infinity Ink,Full Capacity - Radio Edit,6PIaIyqQvJfKeACQPkPhkq,0,False,0.00385,0.805,298095,0.672,0.829,1,0.0798,-6.363,1,0.0533,125.992,4,0.842
210,Young Gun Silver Fox,You Can Feel It,1JBbKTxot5CmlHSJ7SGOnd,0,False,0.186,0.709,199267,0.61,1.22e-05,7,0.0605,-7.092,1,0.0329,119.047,4,0.824
211,Damien Jurado,QACHINA,6OkiXinT5rvMrcYSOz3YG7,7,False,0.419,0.624,228173,0.755,0.244,2,0.11,-6.984,0,0.0302,130.077,4,0.298
212,Jarabe De Palo,La flaca,1MrZ8hGkUWMmT816wPaMgE,66,False,0.52,0.871,261200,0.481,5.54e-05,7,0.0809,-9.068,1,0.0383,103.063,4,0.664
213,TV Advert Clones,Jean-Claude Van Damme Volvo Tracks Splits Advert Theme,1V801ueCxJwB75kBwR6m3M,5,False,0.806,0.436,211534,0.196,0.00423,3,0.106,-15.35,1,0.0287,165.036,4,0.559
214,Der Haggen Orchestra,Danza Del Hada,4Lkyeoo998VHIrnvWK2Ltj,18,False,0.915,0.366,130987,0.0101,0.327,4,0.0541,-30.955,0,0.0321,102.157,4,0.0885
215,50 Cent,Candy Shop,0h5m65o5KnMFB4Gq47mbKt,6,True,0.0214,0.619,208144,0.578,3.37e-05,11,0.387,-8.002,1,0.474,123.719,5,0.731
216,Kanye West,Black Skinhead,1ce3DvvGQn6hY2LMGMLCr5,12,True,0.000986,0.578,188013,0.825,0.0,1,0.176,-6.107,1,0.322,130.089,4,0.283
217,M.I.A.,Paper Planes,3ZlFUr0RBrUYYsmlcFvD0e,55,False,0.0691,0.563,242133,0.869,0.0,2,0.204,-5.361,1,0.206,85.97,4,0.428
218,Alphaville,Forever Young,4S1VYqwfkLit9mKVY3MXoo,73,False,0.42,0.489,226706,0.483,0.0028,9,0.236,-9.466,0,0.0275,136.822,4,0.333
219,Etthehiphoppreacher,Ambition,2d6Ezb1OwvL6UFayZAhneY,35,False,0.987,0.725,64598,0.205,0.01,3,0.135,-13.623,1,0.168,103.275,1,0.38
220,Etthehiphoppreacher,Twenty-Four,5nvFGM9tKU8BK7YpezBLnF,12,False,0.966,0.54,31298,0.616,4.09e-05,2,0.137,-14.894,1,0.232,118.648,3,0.175
221,Will Smith,Miami,6e8Ou0wiqAzIpWb2eSxll8,68,False,0.0339,0.877,197560,0.534,1.73e-05,1,0.0441,-6.18,1,0.151,108.171,4,0.89
222,Ramin Djawadi,Prologue,4hQZ3q10boA4ICzCx4MYJX,28,False,0.6,0.32,146933,0.154,0.0863,0,0.363,-23.419,1,0.0441,73.647,3,0.0539
223,Young Legends,Dan Bilzerian (feat. Hot Rod & Slippe),7MBaRKhCZ8onO527QUoeea,0,True,0.0049,0.682,262030,0.907,0.00211,8,0.351,-5.067,1,0.254,128.022,4,0.184
224,"Osmani Garcia ""La Voz""",El Taxi,20DkbKFz8sevD5kyiubyTa,0,False,0.104,0.897,324507,0.729,0.0,7,0.0538,-5.837,1,0.215,95.002,4,0.859
225,Fatboy,Last Train Home,1dCu7CaUVpM0kbcSxXcG5J,14,False,0.357,0.309,233867,0.696,0.000602,4,0.266,-7.416,0,0.0358,92.118,4,0.443
226,Seal,Kiss from a Rose,0z5E34e7ZT3XKMYQNXh6tH,50,False,0.63,0.587,289227,0.493,0.0,8,0.224,-8.368,1,0.0296,131.727,3,0.21
227,Flavia Coelho,A Foto,4ubjc17Eh7Sbkc0ogoaoHc,0,False,0.532,0.79,206027,0.189,9.16e-06,9,0.0593,-19.22,1,0.0709,83.014,4,0.631
228,Pitbull,Maldito Alcohol,0wkDejER7XronJnXzY98w4,1,False,0.524,0.918,201320,0.434,0.00011,1,0.0634,-10.715,1,0.224,126.981,4,0.934
229,Merengue Latin Band,Si Tu Boquita,3EYo8QsLI9fSzUbdtcnusa,13,False,0.26,0.904,269653,0.86,0.0236,0,0.0268,-5.693,1,0.0419,139.962,4,0.964
230,Donna Summer,Spring Affair,4KLSZuQzbIPPb9kMe4EUVX,0,False,0.011,0.726,510653,0.566,0.000148,11,0.547,-13.101,0,0.0439,120.966,4,0.73
231,Don Omar,Salio El Sol,1hDCvZHOJiUbTPHLGjuv3L,0,False,0.104,0.883,317280,0.722,0.0127,4,0.043,-5.862,0,0.0844,110.0,4,0.964
232,Henry Mancini,Lujon,1Ru7VA3GY5LqFgUkAIMdN4,37,False,0.903,0.485,156667,0.171,0.892,10,0.108,-17.825,0,0.0262,99.803,4,0.559
233,J. Dash,Wop (Official Version),5tqyZmF6uEoTkD6ja7KZjv,47,False,0.0108,0.854,231715,0.707,7.41e-05,7,0.146,-8.238,1,0.071,112.002,4,0.601
234,V.I.C.,Wobble - Radio Version,3OPcnA0I7z5gy5Pjgn9Z48,43,False,0.412,0.857,323813,0.782,0.0,3,0.153,-2.748,0,0.229,94.976,4,0.395
235,"Real Orquesta Sinfónica de Sevilla, Spanish Folklore",El Gato Montés (Pasodoble),7wHliJCvTGeKHB4vGTBkoT,19,False,0.812,0.436,196707,0.469,0.872,0,0.155,-10.469,1,0.035,117.292,4,0.448
236,Grupo Arena,El Bombero,7dGYaiN5UxPa1H08BAMRQ0,15,False,0.0628,0.743,256000,0.83,0.0071,2,0.0846,-7.706,0,0.0636,148.021,4,0.966
237,Pitbull vs. Afrojack,Maldito Alcohol,7c0KHYa3c79FlB2ijBjKeQ,0,False,0.523,0.921,201549,0.476,0.000211,1,0.0671,-8.575,1,0.17,127.021,4,0.923
238,Tosca,Stuttgart (Fatboy Slim Presents Tosca & Lucas Santtana) - John Digweed & Nick Muir Remix,3bRwhX6mbOP1gzuwiLQ0u9,0,False,0.0231,0.71,418027,0.817,0.477,4,0.112,-9.21,0,0.0335,120.004,4,0.294
239,Golan,Who Left Me Open,689b501csKwKKRhAJXTbQq,21,False,0.0127,0.681,230780,0.618,0.802,10,0.107,-11.408,0,0.0613,117.983,4,0.791
240,HOSH,Woohoo,0wI26iVSbcYBZ82kXAQ810,33,False,0.00965,0.861,456106,0.557,0.212,9,0.0266,-8.624,1,0.0508,118.006,4,0.538
241,Kinobe,Slip Into Something More Comfortable - Stephen Hague 2016 Mix,6l7PbHcApOcdXYbZlex1z4,48,False,0.0181,0.513,287776,0.661,0.87,8,0.38,-10.635,1,0.0339,174.607,4,0.347
242,Angus & Julia Stone,Draw Your Swords,35DEE9T2u7oToqtRy9ap7P,44,False,0.168,0.693,395613,0.304,0.000158,9,0.0831,-9.924,0,0.0275,114.043,4,0.0664
243,BrunuhVille,The Wolf and the Moon,6YRhsMo2xLndRkDduSGELA,44,False,0.635,0.303,239417,0.789,0.96,5,0.0657,-10.465,1,0.0527,180.09,3,0.209
244,The Dandy Warhols,You Are Killing Me,0f1TrY3Tcxg2bvOlVwlBjE,0,False,0.01,0.691,221427,0.67,0.0585,0,0.0891,-10.142,1,0.0289,136.059,4,0.86
245,Kanye West,Famous,04mf1OkXHZ6TPBNM9sBcSm,2,True,0.072,0.472,196040,0.746,0.0,6,0.116,-3.649,1,0.119,173.955,4,0.42
246,Empire of the Sun,DNA,6ZUITkPPMScmzjW4jFkBn6,45,False,0.151,0.515,234638,0.824,0.0,6,0.0603,-5.062,0,0.061,125.094,4,0.521
247,Surahn,Watching the World,0Tp9yWTKcWQNJETw6uAovi,40,False,0.009,0.827,387733,0.611,4.49e-05,0,0.0845,-8.351,0,0.0264,109.979,4,0.75
248,Stee Downes,Always On My Mind,0W3cZg0FKL46qUslcyjVog,14,False,0.0694,0.856,390507,0.499,0.000494,8,0.2,-9.596,1,0.0395,119.997,4,0.713
249,Paco Wurz,Follow the Summer - Club Mix,6xTBS7ZrjUoOtuMBYDWJFo,15,False,0.0923,0.744,227586,0.785,0.000482,9,0.936,-4.822,0,0.0459,116.013,4,0.478
250,Woodkid,Run Boy Run,2YhapA5E1qTZ1Ykw9Y86ql,6,False,0.084,0.506,213267,0.959,0.000655,5,0.135,-5.264,0,0.102,133.996,4,0.34
251,Llorca,The End,4xSs79oSJU5Buxlo1q56pX,44,False,0.0602,0.829,445600,0.508,0.763,7,0.137,-9.11,1,0.049,94.073,4,0.49
252,McEnroe,Un Rayo de Luz,3DUPRk5dw9FuFxcGLeBXB5,0,False,0.855,0.685,295445,0.319,0.545,0,0.108,-13.299,1,0.0329,122.063,4,0.33
253,HONNE,It Ain't Wrong Loving You,46dEPk9Luf1gokLNZWEZwN,52,True,0.204,0.603,196058,0.557,0.000564,0,0.0998,-6.863,1,0.0659,99.845,4,0.301
254,Joey Ramone,What a Wonderful World,7nnomMRL68G8Vj1iPMbrGt,0,False,0.00935,0.422,143360,0.878,0.332,5,0.201,-4.863,1,0.0442,84.044,4,0.496
255,Paula Abdul,Rush Rush,015qd1I4v00JIoK7yOUgKC,60,False,0.763,0.706,292933,0.44,0.0,4,0.0958,-11.577,1,0.0493,90.012,4,0.395
256,Billy Joel,It's Still Rock and Roll to Me,7LbOQt7isddrw3Bs3Czl7E,57,False,0.0958,0.745,177267,0.655,1.99e-06,5,0.0895,-7.589,1,0.166,141.429,4,0.582
257,Giolì,Sunflower,1u3heh61CibDKpdRrFYbUz,30,False,0.713,0.59,329989,0.613,0.878,11,0.324,-12.903,0,0.0337,122.992,4,0.284
258,Wham!,Everything She Wants,3g3PQ6TTd6Dnb4zt2d8B9S,3,False,0.129,0.906,302373,0.619,0.000397,6,0.375,-9.496,0,0.0344,114.907,4,0.944
259,Huey Lewis & The News,I Want A New Drug,0mZNKyrUmsrlDRoYHWsyMu,50,False,0.0786,0.672,211840,0.897,6.4e-06,2,0.389,-4.92,1,0.0541,110.289,4,0.777
260,Billy Joel,Big Shot,5k9Gegl4cr0lIB2io1D1EV,0,False,0.199,0.514,241867,0.905,2.57e-06,0,0.0645,-5.549,1,0.114,149.919,4,0.694
261,Don Henley,All She Wants To Do Is Dance,4I3VMhZDVr12BW2VCslDXm,35,False,0.00946,0.704,269600,0.743,0.0,7,0.0609,-5.101,1,0.0295,115.123,4,0.854
262,Duran Duran,Hungry Like the Wolf,2qeESyQyH7MRHCBotCQsNq,52,False,0.0252,0.664,209547,0.888,0.0,7,0.216,-5.161,1,0.067,127.369,4,0.605
263,Eddie Money,Take Me Home Tonight,63diy8Bzm0pHMAU37By2Nh,55,False,0.118,0.622,211467,0.845,0.0,1,0.0984,-5.984,1,0.0324,132.752,4,0.715
264,Talking Heads,This Must Be the Place (Naive Melody) - 2003 Remaster,3pDEtP8fRPi7t7GrDdpmaf,41,False,0.27,0.942,296133,0.588,0.102,7,0.0288,-11.771,1,0.0343,114.652,4,0.968
265,Kled Mone,Hit the Road Jack (It Feels Good),65T6Y5vNaMhtZqqLCZLdcs,13,False,0.0717,0.893,286960,0.442,0.29,9,0.212,-9.266,0,0.0445,114.977,4,0.356
266,80s Casual,Fiesta,2U1iaUrDJ09vmZwJZsm9N5,27,False,0.0808,0.798,269662,0.898,0.562,2,0.782,-6.244,1,0.0852,99.985,4,0.338
267,Leonard Cohen,You Want It Darker,6f8ki0AivB9X7GZnE2yszb,35,False,0.613,0.674,284373,0.327,0.199,4,0.0756,-16.986,0,0.0574,108.995,4,0.494
268,Kyle Dixon & Michael Stein,What Else Is There to Do?,1U4qdg1F2WcpXh0a5mpYpn,34,False,0.214,0.263,119840,0.364,0.844,1,0.143,-17.008,1,0.0481,120.729,5,0.0375
269,Kyle Dixon & Michael Stein,Kids,68gzf3AleOyt4NlKwpV0MY,54,False,0.211,0.437,158000,0.129,0.872,7,0.347,-17.954,0,0.0381,119.985,4,0.0671
270,Kyle Dixon & Michael Stein,Stranger Things,0kwuKfWntoGh0EWyYb7Mpf,61,False,0.779,0.352,67520,0.551,0.902,4,0.167,-16.545,0,0.0362,168.022,4,0.103
271,Malaa,Notorious,1Wa9LB6g952wVffdcp7Wwd,0,True,0.0508,0.813,271219,0.569,0.0016,2,0.056,-6.068,1,0.0468,123.028,4,0.18
272,Louie Austen,Hoping (Herbert's High Dub),5S6XqiyVSF0OU96LOw9UXP,47,False,0.0919,0.932,396413,0.479,0.0539,4,0.0905,-8.235,0,0.0519,124.016,4,0.968
273,Fellini Félin,On the Way Home,7G4RW8KUKOLjpCKt2bmQVF,50,False,0.227,0.717,356032,0.659,0.0135,0,0.0923,-11.249,0,0.0331,125.001,4,0.346
274,Max Manie,TopDown - Extended Mix,1wc5qM3bmvAQMuFLJqROZC,20,False,0.147,0.838,348840,0.601,0.0207,4,0.0865,-5.233,0,0.0417,121.983,4,0.707
275,Kaminsky,Something About Us,4yCAEhXKHT0RTxp1KHncoK,25,False,0.905,0.588,263393,0.338,0.345,2,0.11,-13.405,1,0.0539,96.824,4,0.389
276,MHE,The Thrill Is Gone - Original Mix,5gMAmilofNFpXuCtQFxWWO,1,False,0.0094,0.782,390244,0.553,0.711,4,0.0885,-5.842,0,0.0506,122.994,4,0.591
277,The Last Shadow Puppets,The Chamber,6dKUhKtmE91um20F245WA8,0,False,0.648,0.394,159147,0.477,0.000882,6,0.0851,-11.856,0,0.0581,129.731,4,0.0545
278,Octavio Mesa Y Su Conjunto,La Pelea Con el Diablo,07BVKVJl3nyBAdmcMh9PW4,0,False,0.127,0.78,168516,0.914,0.00219,2,0.0588,-6.786,1,0.0585,85.359,4,0.926
279,Elia y Elizabeth,Todo en la Vida,5tbTEHxgFVHzGxDNma1raj,36,False,0.424,0.719,120533,0.639,0.0,8,0.038,-8.382,0,0.0289,100.389,4,0.806
280,Loosely Tight,Renegade,4SqR5FQt9B9S1ApaI92Ib7,21,False,0.000447,0.337,206480,0.921,5.39e-05,9,0.0877,-7.664,1,0.122,161.315,4,0.442
281,A Taste Of Honey,Boogie Oogie Oogie - Single Version 2 / Remastered 1999,0y0QpmcF1G3F79rjk3fjUx,51,False,0.0991,0.835,338133,0.522,0.00184,2,0.111,-10.828,0,0.0916,123.934,4,0.91
282,O-Zone,Dragostea Din Tei - Original Romanian Version,09nxdcY2oYo57fJrG6CCCT,7,False,0.173,0.813,213461,0.966,0.0,0,0.0729,-3.924,1,0.0417,130.086,4,0.681
283,Claude Debussy,"Prélude à l'après-midi d'un faune, L. 86: Prelude a l'apres-midi d'un faune",6rUCZm1x1klxoMv9N4Ahsv,9,False,0.956,0.0953,695640,0.0134,0.796,4,0.0484,-33.334,1,0.0432,87.48,4,0.0299
284,Somei Satoh,Bifu,3mB2XOx6kDX7ryO8LmCyIx,21,False,0.979,0.081,298413,0.039,0.466,4,0.0752,-26.74,0,0.0477,174.489,4,0.0268
285,Frey,Club Crusher - Original mix,1LFRUZT7pWznjgfXJlqwv5,0,False,0.0253,0.811,320000,0.729,0.784,4,0.0665,-5.111,1,0.0746,119.999,4,0.713
286,Federico Scavo,Poseidon - Radio Mix,0K1Q8sgq17PX4yIfUNkqmw,30,False,0.0126,0.738,207480,0.897,0.608,9,0.0665,-5.423,0,0.0472,124.984,4,0.263
287,KARLK,Daydreamer - Radio Edit,5Y3xUSr9G3ZyM2HQc9982n,32,False,0.073,0.954,184918,0.718,0.000285,9,0.161,-7.05,0,0.0542,122.015,4,0.682
288,Low Deep T,Big Love - Album Mix,6u6Nw0r4PwQ98hxMcRHNSz,29,False,0.000669,0.742,285152,0.664,0.234,7,0.172,-7.662,1,0.0926,123.015,4,0.857
289,KARLK,Jeff - Radio Edit,2ZLL5LU0vBuKgPQEyUG7JE,20,False,0.00454,0.851,186375,0.465,0.00448,4,0.0904,-10.338,0,0.0375,120.004,4,0.766
290,Steffen Linck,Sticks & Stones,0ssIJGxt53tYnzxS47TMq4,18,False,0.356,0.455,254560,0.39,2.36e-06,0,0.103,-11.343,1,0.0517,199.867,4,0.175
291,French Affair,My Heart Goes Boom Radio Version,0dZTY3QqcoCMxaOx8VwEj9,6,False,0.175,0.77,221693,0.939,0.00537,9,0.0796,-5.997,1,0.0287,130.041,4,0.944
